user_id,signup_date,segment,city_tier,preferred_device,lifetime_sessions,lifetime_orders,first_order_date,last_order_date,repeat_rate_flag,user_value_band
u000106,2025-09-16,value,3,mobile,1,0,,,0,no_spend
u000107,2025-10-27,premium,2,web,4,0,,,0,no_spend
u000108,2026-01-19,regular,1,mobile,3,0,,,0,no_spend
u000109,2026-01-16,premium,2,web,3,0,,,0,no_spend
u000110,2025-10-09,premium,1,web,3,1,2025-12-16 01:26:55,2025-12-16 01:26:55,0,medium
u000111,2025-10-21,regular,1,web,3,0,,,0,no_spend
u000112,2025-12-28,premium,2,mobile,4,0,,,0,no_spend
u000113,2026-01-16,regular,2,mobile,2,1,2025-11-05 23:33:47,2025-11-05 23:33:47,0,low
u000114,2025-12-03,value,3,web,5,1,2025-10-28 14:19:24,2025-10-28 14:19:24,0,medium
u000115,2025-07-07,value,2,web,3,0,,,0,no_spend
u000116,2025-08-30,value,3,web,3,0,,,0,no_spend
u000117,2025-12-28,value,2,mobile,3,0,,,0,no_spend
u000118,2025-12-01,regular,2,web,5,0,,,0,no_spend
u000119,2025-11-26,regular,2,mobile,4,0,,,0,no_spend
u000120,2025-11-10,regular,2,web,5,0,,,0,no_spend
u000121,2025-09-18,regular,3,web,1,0,,,0,no_spend
u000122,2025-09-16,value,2,mobile,3,0,,,0,no_spend
u000123,2025-12-10,regular,1,web,4,1,2026-01-14 22:52:55,2026-01-14 22:52:55,0,high
u000124,2025-08-24,regular,2,web,3,0,,,0,no_spend
u000125,2025-11-14,value,3,mobile,6,0,,,0,no_spend
u000126,2025-11-22,value,1,web,1,0,,,0,no_spend
u000127,2025-12-17,value,2,web,2,0,,,0,no_spend
u000128,2025-08-29,value,3,web,2,0,,,0,no_spend
u000129,2025-11-26,regular,3,web,2,0,,,0,no_spend
u000130,2025-07-15,regular,3,mobile,3,0,,,0,no_spend
u000131,2025-07-22,regular,2,web,5,0,,,0,no_spend
u000132,2025-09-19,value,2,mobile,6,0,,,0,no_spend
u000133,2025-07-05,regular,2,mobile,3,0,,,0,no_spend
u000134,2026-01-08,regular,3,mobile,7,0,,,0,no_spend
u000135,2025-12-29,value,2,mobile,1,0,,,0,no_spend
u000136,2025-07-03,regular,3,mobile,0,0,,,0,no_spend
u000137,2025-12-16,regular,2,mobile,3,0,,,0,no_spend
u000138,2025-10-08,regular,2,web,2,0,,,0,no_spend
u000139,2025-11-17,value,3,web,1,0,,,0,no_spend
u000140,2025-12-26,regular,2,mobile,2,0,,,0,no_spend
u000141,2025-10-22,value,3,web,4,0,,,0,no_spend
u000142,2025-07-17,value,2,mobile,4,2,2025-12-16 23:21:24,2025-12-21 23:39:21,1,high
u000143,2025-06-23,value,2,web,4,0,,,0,no_spend
u000144,2025-10-05,premium,2,mobile,4,0,,,0,no_spend
u000145,2026-01-08,value,2,web,2,0,,,0,no_spend
u000146,2025-10-21,regular,2,mobile,3,1,2025-12-03 17:49:48,2025-12-03 17:49:48,0,medium
u000147,2025-09-09,value,1,web,5,0,,,0,no_spend
u000148,2025-06-29,premium,1,web,3,1,2025-11-23 00:50:48,2025-11-23 00:50:48,0,low
u000149,2026-01-01,regular,2,mobile,2,0,,,0,no_spend
u000150,2025-08-31,premium,2,mobile,3,0,,,0,no_spend
u000151,2025-11-18,value,2,mobile,2,0,,,0,no_spend
u000152,2025-11-16,value,1,mobile,5,0,,,0,no_spend
u000153,2025-08-15,regular,2,web,2,0,,,0,no_spend
u000154,2025-07-06,value,1,mobile,1,0,,,0,no_spend
u000155,2025-09-12,regular,3,web,0,0,,,0,no_spend
u000156,2025-08-29,premium,3,web,3,0,,,0,no_spend
u000157,2025-11-17,regular,1,web,5,1,2026-01-04 15:20:57,2026-01-04 15:20:57,0,medium
u000158,2025-12-12,premium,2,web,2,0,,,0,no_spend
u000159,2025-08-09,regular,1,mobile,0,0,,,0,no_spend
u000160,2025-10-12,value,2,mobile,5,0,,,0,no_spend
u000161,2025-07-01,regular,1,web,3,0,,,0,no_spend
u000162,2025-08-07,value,2,mobile,2,0,,,0,no_spend
u000163,2025-11-30,regular,2,web,4,1,2025-12-15 20:22:28,2025-12-15 20:22:28,0,medium
u000164,2025-12-07,value,3,web,4,0,,,0,no_spend
u000165,2025-12-03,value,1,mobile,5,1,2025-10-29 01:48:15,2025-10-29 01:48:15,0,medium
u000166,2025-07-23,regular,2,web,0,0,,,0,no_spend
u000167,2025-10-17,value,3,web,4,0,,,0,no_spend
u000168,2025-09-20,value,3,mobile,2,2,2025-10-23 11:12:57,2025-12-11 10:37:48,1,medium
u000169,2026-01-17,regular,2,web,6,2,2025-12-01 04:26:15,2025-12-02 02:56:55,1,high
u000170,2025-11-07,value,2,web,1,0,,,0,no_spend
u000171,2026-01-05,regular,2,mobile,7,0,,,0,no_spend
u000172,2025-07-23,value,2,web,6,0,,,0,no_spend
u000173,2025-09-26,value,3,mobile,4,0,,,0,no_spend
u000174,2025-12-02,value,2,mobile,1,0,,,0,no_spend
u000175,2025-09-08,regular,2,web,4,0,,,0,no_spend
u000176,2025-11-03,premium,1,web,2,0,,,0,no_spend
u000177,2025-10-08,value,2,web,3,0,,,0,no_spend
u000178,2026-01-17,premium,3,mobile,8,1,2025-11-25 09:53:13,2025-11-25 09:53:13,0,low
u000179,2025-07-29,regular,2,web,6,1,2025-12-09 13:24:47,2025-12-09 13:24:47,0,low
u000180,2026-01-05,regular,2,mobile,5,0,,,0,no_spend
u000181,2025-09-15,regular,3,web,3,0,,,0,no_spend
u000182,2025-09-29,regular,3,mobile,3,0,,,0,no_spend
u000183,2025-10-12,regular,2,web,8,0,,,0,no_spend
u000184,2025-08-18,regular,2,web,2,0,,,0,no_spend
u000185,2026-01-11,regular,2,web,1,0,,,0,no_spend
u000186,2025-12-31,value,2,mobile,1,0,,,0,no_spend
u000187,2026-01-13,value,2,mobile,3,1,2025-12-01 14:29:39,2025-12-01 14:29:39,0,high
u000188,2026-01-18,regular,1,web,2,0,,,0,no_spend
u000189,2025-11-11,value,3,web,5,0,,,0,no_spend
u000190,2025-09-26,value,3,web,5,0,,,0,no_spend
u000191,2025-12-19,value,3,web,4,0,,,0,no_spend
u000192,2025-06-28,value,3,mobile,1,0,,,0,no_spend
u000193,2025-12-15,regular,3,mobile,3,0,,,0,no_spend
u000194,2025-10-05,regular,3,mobile,4,1,2026-01-15 22:53:20,2026-01-15 22:53:20,0,low
u000195,2025-11-11,regular,3,web,4,0,,,0,no_spend
u000196,2025-09-09,value,2,web,3,1,2025-12-31 20:51:04,2025-12-31 20:51:04,0,low
u000197,2025-09-08,regular,2,mobile,5,0,,,0,no_spend
u000198,2025-06-30,regular,1,web,6,2,2025-12-12 01:00:34,2026-01-15 15:01:09,1,high
u000199,2025-09-20,regular,2,mobile,3,0,,,0,no_spend
u000200,2025-09-17,regular,2,web,2,0,,,0,no_spend
u000201,2025-08-09,regular,2,web,2,0,,,0,no_spend
u000202,2025-08-14,regular,2,mobile,2,0,,,0,no_spend
u000203,2025-10-24,premium,2,web,0,0,,,0,no_spend
u000204,2025-08-29,regular,1,mobile,2,1,2025-11-23 19:31:22,2025-11-23 19:31:22,0,high
u000205,2025-12-14,regular,3,web,4,1,2025-11-23 19:54:59,2025-11-23 19:54:59,0,low
u000206,2025-07-16,regular,3,web,3,1,2025-12-04 05:09:20,2025-12-04 05:09:20,0,high
u000207,2025-10-22,value,1,web,2,1,2025-12-27 04:54:16,2025-12-27 04:54:16,0,high
u000208,2025-07-27,premium,1,web,2,0,,,0,no_spend
u000209,2025-10-12,value,2,web,4,0,,,0,no_spend
u000210,2025-10-17,value,3,web,2,0,,,0,no_spend
u000211,2025-11-05,premium,3,mobile,2,1,2025-12-01 03:11:40,2025-12-01 03:11:40,0,high
u000212,2025-09-21,regular,1,mobile,0,0,,,0,no_spend
u000213,2025-10-08,value,3,web,4,0,,,0,no_spend
u000214,2025-07-31,value,1,web,2,0,,,0,no_spend
u000215,2025-09-28,value,2,web,3,2,2025-11-01 19:18:39,2025-11-26 11:18:12,1,high
u000216,2025-09-09,regular,3,mobile,5,0,,,0,no_spend
u000217,2025-11-10,value,1,mobile,4,1,2025-11-20 09:10:14,2025-11-20 09:10:14,0,low
u000218,2025-09-22,premium,1,web,6,0,,,0,no_spend
u000219,2025-12-04,premium,2,web,2,0,,,0,no_spend
u000220,2025-09-20,regular,2,web,2,0,,,0,no_spend
u000221,2025-08-11,regular,3,web,3,0,,,0,no_spend
u000222,2025-08-19,value,3,web,1,0,,,0,no_spend
u000223,2025-07-02,value,1,mobile,1,0,,,0,no_spend
u000224,2025-10-14,regular,1,web,2,1,2026-01-09 19:06:07,2026-01-09 19:06:07,0,high
u000225,2025-12-14,value,3,web,4,0,,,0,no_spend
u000226,2025-12-01,value,2,web,5,0,,,0,no_spend
u000227,2025-09-23,value,3,mobile,5,2,2025-11-13 13:26:46,2025-12-17 11:34:39,1,high
u000228,2025-08-03,value,2,web,1,0,,,0,no_spend
u000229,2025-12-21,regular,1,web,5,0,,,0,no_spend
u000230,2025-07-05,regular,3,web,4,0,,,0,no_spend
u000231,2025-09-15,regular,1,mobile,4,0,,,0,no_spend
u000232,2025-12-20,regular,2,web,6,0,,,0,no_spend
u000233,2025-09-14,regular,2,mobile,1,0,,,0,no_spend
u000234,2025-07-18,regular,2,web,2,0,,,0,no_spend
u000235,2025-08-18,regular,2,web,4,1,2025-11-23 05:42:22,2025-11-23 05:42:22,0,high
u000236,2025-10-27,regular,2,mobile,5,0,,,0,no_spend
u000237,2025-07-25,value,3,mobile,2,0,,,0,no_spend
u000238,2025-11-07,premium,3,web,3,0,,,0,no_spend
u000239,2025-09-23,value,2,mobile,4,0,,,0,no_spend
u000240,2025-09-01,value,1,web,9,0,,,0,no_spend
u000241,2025-08-13,value,3,web,5,2,2025-11-04 14:19:10,2025-11-24 19:13:57,1,high
u000242,2025-12-13,regular,3,mobile,3,0,,,0,no_spend
u000243,2025-09-14,regular,2,mobile,4,0,,,0,no_spend
u000244,2025-11-25,regular,2,web,2,0,,,0,no_spend
u000245,2025-09-23,premium,2,mobile,3,0,,,0,no_spend
u000246,2025-07-12,value,1,web,5,1,2026-01-11 08:39:04,2026-01-11 08:39:04,0,low
u000247,2025-09-23,regular,2,web,2,0,,,0,no_spend
u000248,2025-10-08,value,2,mobile,3,0,,,0,no_spend
u000249,2025-09-27,regular,3,web,6,2,2025-11-03 09:30:12,2026-01-07 02:31:55,1,medium
u000250,2025-12-11,value,3,mobile,3,1,2026-01-02 20:11:38,2026-01-02 20:11:38,0,low
u000251,2025-12-31,value,3,mobile,3,0,,,0,no_spend
u000252,2025-12-05,regular,2,mobile,4,1,2025-10-22 10:11:15,2025-10-22 10:11:15,0,low
u000253,2025-10-23,regular,2,web,4,0,,,0,no_spend
u000254,2025-10-15,regular,3,mobile,2,0,,,0,no_spend
u000255,2025-11-05,regular,3,mobile,4,1,2025-11-09 04:17:13,2025-11-09 04:17:13,0,low
u000256,2025-08-22,regular,2,mobile,4,2,2025-10-21 14:41:34,2025-12-25 06:15:33,1,medium
u000257,2025-12-10,regular,3,web,6,1,2026-01-16 21:38:10,2026-01-16 21:38:10,0,low
u000258,2025-12-20,value,1,web,3,1,2026-01-12 11:55:50,2026-01-12 11:55:50,0,medium
u000259,2025-08-18,value,3,web,2,0,,,0,no_spend
u000260,2025-12-30,value,1,web,6,0,,,0,no_spend
u000261,2025-12-18,value,1,web,3,0,,,0,no_spend
u000262,2025-09-20,regular,2,mobile,7,0,,,0,no_spend
u000263,2025-12-31,regular,1,mobile,0,0,,,0,no_spend
u000264,2025-07-18,regular,1,web,2,0,,,0,no_spend
u000265,2025-06-29,regular,1,web,3,0,,,0,no_spend
u000266,2025-09-04,regular,2,mobile,2,0,,,0,no_spend
u000267,2025-10-20,regular,3,web,4,0,,,0,no_spend
u000268,2025-09-05,value,1,mobile,4,1,2025-10-26 05:46:16,2025-10-26 05:46:16,0,high
u000269,2026-01-07,value,2,web,3,1,2025-11-17 12:31:43,2025-11-17 12:31:43,0,high
u000270,2025-08-15,regular,3,web,0,0,,,0,no_spend
u000271,2025-08-21,regular,1,web,1,0,,,0,no_spend
u000272,2025-11-03,value,1,mobile,3,0,,,0,no_spend
u000273,2025-06-24,value,3,web,2,0,,,0,no_spend
u000274,2025-11-23,regular,3,mobile,8,0,,,0,no_spend
u000275,2025-09-10,regular,2,web,3,0,,,0,no_spend
u000276,2026-01-14,value,3,web,3,0,,,0,no_spend
u000277,2025-11-15,regular,1,mobile,2,0,,,0,no_spend
u000278,2025-07-04,premium,2,web,3,0,,,0,no_spend
u000279,2025-07-12,value,3,web,6,1,2025-10-28 03:54:51,2025-10-28 03:54:51,0,high
u000280,2025-07-11,premium,2,web,6,1,2025-12-03 01:53:51,2025-12-03 01:53:51,0,low
u000281,2026-01-09,value,3,mobile,6,1,2025-11-10 21:19:03,2025-11-10 21:19:03,0,high
u000282,2025-11-14,regular,2,web,3,0,,,0,no_spend
u000283,2025-09-21,regular,3,web,3,0,,,0,no_spend
u000284,2025-08-04,value,2,mobile,2,0,,,0,no_spend
u000285,2025-12-23,premium,2,mobile,1,0,,,0,no_spend
u000286,2025-08-04,regular,1,mobile,2,0,,,0,no_spend
u000287,2025-11-18,premium,1,mobile,2,0,,,0,no_spend
u000288,2025-11-30,value,3,mobile,3,0,,,0,no_spend
u000289,2025-08-24,premium,1,web,6,1,2026-01-07 03:30:21,2026-01-07 03:30:21,0,high
u000290,2025-10-07,premium,1,web,2,0,,,0,no_spend
u000291,2025-08-09,regular,1,mobile,4,0,,,0,no_spend
u000292,2025-09-11,value,1,mobile,7,1,2026-01-04 22:08:23,2026-01-04 22:08:23,0,high
u000293,2026-01-12,regular,3,mobile,1,0,,,0,no_spend
u000294,2025-11-15,regular,2,mobile,2,0,,,0,no_spend
u000295,2025-12-18,premium,3,web,2,0,,,0,no_spend
u000296,2025-10-14,regular,1,web,2,0,,,0,no_spend
u000297,2025-08-12,value,2,mobile,5,0,,,0,no_spend
u000298,2025-11-20,value,2,web,5,0,,,0,no_spend
u000299,2025-10-06,regular,2,mobile,2,0,,,0,no_spend
u000300,2025-07-30,premium,3,mobile,2,0,,,0,no_spend
u000301,2025-09-18,value,3,web,5,1,2025-12-07 08:05:12,2025-12-07 08:05:12,0,high
u000302,2025-11-03,regular,3,mobile,5,0,,,0,no_spend
u000303,2025-11-24,premium,1,mobile,3,0,,,0,no_spend
u000304,2025-08-13,value,1,mobile,2,0,,,0,no_spend
u000305,2025-12-24,value,2,web,4,0,,,0,no_spend
u000306,2025-09-11,regular,2,mobile,2,0,,,0,no_spend
u000307,2025-08-19,regular,3,web,3,0,,,0,no_spend
u000308,2025-08-03,value,2,web,7,1,2026-01-07 02:13:21,2026-01-07 02:13:21,0,medium
u000309,2025-12-09,regular,2,web,4,1,2025-12-24 08:10:01,2025-12-24 08:10:01,0,high
u000310,2025-09-05,regular,3,mobile,2,0,,,0,no_spend
u000311,2025-10-02,premium,3,mobile,5,1,2025-11-19 05:11:16,2025-11-19 05:11:16,0,low
u000312,2025-08-09,premium,1,web,4,0,,,0,no_spend
u000313,2025-11-14,regular,1,mobile,3,1,2025-12-25 10:38:54,2025-12-25 10:38:54,0,medium
u000314,2025-12-04,regular,2,web,2,0,,,0,no_spend
u000315,2025-09-02,value,2,mobile,2,0,,,0,no_spend
u000316,2026-01-07,regular,2,web,3,0,,,0,no_spend
u000317,2025-06-29,value,2,mobile,1,0,,,0,no_spend
u000318,2025-07-21,regular,3,web,4,0,,,0,no_spend
u000319,2025-10-25,value,3,mobile,3,0,,,0,no_spend
u000320,2025-11-17,regular,2,web,4,0,,,0,no_spend
u000321,2025-08-15,value,2,mobile,5,0,,,0,no_spend
u000322,2025-10-17,value,2,mobile,5,0,,,0,no_spend
u000323,2025-08-29,value,2,web,1,0,,,0,no_spend
u000324,2025-10-17,regular,2,web,1,0,,,0,no_spend
u000325,2025-11-08,regular,2,mobile,4,0,,,0,no_spend
u000326,2026-01-13,value,2,mobile,4,1,2025-12-25 04:16:08,2025-12-25 04:16:08,0,high
u000327,2025-09-27,premium,1,web,0,0,,,0,no_spend
u000328,2025-11-06,premium,1,web,2,0,,,0,no_spend
u000329,2025-10-22,value,1,web,2,0,,,0,no_spend
u000330,2025-08-29,regular,3,mobile,3,0,,,0,no_spend
u000331,2025-08-15,regular,2,mobile,2,0,,,0,no_spend
u000332,2026-01-16,value,1,web,1,0,,,0,no_spend
u000333,2025-08-05,regular,3,mobile,2,0,,,0,no_spend
u000334,2025-12-06,value,2,mobile,4,0,,,0,no_spend
u000335,2025-07-24,premium,2,mobile,4,0,,,0,no_spend
u000336,2025-12-09,premium,3,web,3,2,2025-10-27 07:54:50,2025-12-05 01:04:40,1,high
u000337,2025-08-01,regular,1,web,3,0,,,0,no_spend
u000338,2026-01-12,regular,1,web,5,2,2026-01-11 02:24:45,2026-01-14 15:59:58,1,high
u000339,2025-11-14,regular,2,web,3,0,,,0,no_spend
u000340,2025-07-12,premium,1,web,3,0,,,0,no_spend
u000341,2025-11-16,value,2,web,5,0,,,0,no_spend
u000342,2025-10-28,value,1,web,1,0,,,0,no_spend
u000343,2025-09-02,regular,1,mobile,6,0,,,0,no_spend
u000344,2025-08-17,value,1,web,1,0,,,0,no_spend
u000345,2025-11-21,value,2,mobile,6,0,,,0,no_spend
u000346,2025-11-26,value,1,web,3,0,,,0,no_spend
u000347,2025-08-31,regular,1,mobile,7,2,2025-11-09 03:24:22,2025-12-22 18:25:53,1,high
u000348,2025-12-24,value,3,web,4,0,,,0,no_spend
u000349,2025-08-18,value,2,mobile,3,0,,,0,no_spend
u000350,2025-07-08,value,2,mobile,7,0,,,0,no_spend
u000351,2025-10-27,regular,1,web,4,0,,,0,no_spend
u000352,2025-07-15,premium,2,mobile,7,0,,,0,no_spend
u000353,2025-08-20,value,2,web,7,0,,,0,no_spend
u000354,2025-10-07,regular,2,mobile,4,1,2025-12-09 02:18:59,2025-12-09 02:18:59,0,low
u000355,2025-08-22,regular,1,web,5,1,2026-01-07 06:14:07,2026-01-07 06:14:07,0,low
u000356,2025-08-07,value,3,web,3,0,,,0,no_spend
u000357,2025-11-18,regular,3,web,7,0,,,0,no_spend
u000358,2025-10-16,regular,1,mobile,4,0,,,0,no_spend
u000359,2025-12-16,regular,1,web,7,1,2026-01-02 22:37:05,2026-01-02 22:37:05,0,medium
u000360,2025-10-23,value,1,mobile,4,1,2025-11-03 11:31:11,2025-11-03 11:31:11,0,low
u000361,2025-10-02,value,2,web,5,0,,,0,no_spend
u000362,2025-08-17,premium,1,web,6,0,,,0,no_spend
u000363,2025-12-06,regular,3,web,3,0,,,0,no_spend
u000364,2025-08-03,premium,3,mobile,6,0,,,0,no_spend
u000365,2025-08-13,premium,3,mobile,1,0,,,0,no_spend
u000366,2025-12-17,value,2,web,4,0,,,0,no_spend
u000367,2025-11-26,regular,3,mobile,6,2,2025-12-03 08:43:38,2025-12-09 03:07:09,1,high
u000368,2025-10-30,regular,1,web,2,0,,,0,no_spend
u000369,2025-07-01,regular,2,web,2,0,,,0,no_spend
u000370,2025-07-20,value,2,web,5,0,,,0,no_spend
u000371,2025-10-06,value,3,web,2,0,,,0,no_spend
u000372,2025-11-27,regular,2,web,2,1,2025-11-09 01:18:34,2025-11-09 01:18:34,0,low
u000373,2025-09-28,regular,3,mobile,1,0,,,0,no_spend
u000374,2025-06-27,regular,1,web,2,0,,,0,no_spend
u000375,2025-08-01,value,3,mobile,1,0,,,0,no_spend
u000376,2025-10-25,value,2,mobile,3,0,,,0,no_spend
u000377,2025-11-16,premium,2,mobile,4,0,,,0,no_spend
u000378,2025-06-30,regular,3,mobile,8,1,2026-01-01 12:18:31,2026-01-01 12:18:31,0,medium
u000379,2025-07-02,regular,2,mobile,3,0,,,0,no_spend
u000380,2025-08-17,regular,2,web,0,0,,,0,no_spend
u000381,2025-07-10,regular,2,web,4,0,,,0,no_spend
u000382,2025-10-15,regular,1,web,8,2,2026-01-02 01:05:28,2026-01-03 14:18:21,1,medium
u000383,2025-07-19,regular,2,mobile,3,0,,,0,no_spend
u000384,2025-11-06,regular,1,web,3,0,,,0,no_spend
u000385,2025-12-03,premium,1,mobile,3,0,,,0,no_spend
